Date,Close,High,Low,Open,Volume,sector_XLB_ret,sector_XLC_ret,sector_XLE_ret,sector_XLF_ret,sector_XLI_ret,sector_XLK_ret,sector_XLP_ret,sector_XLRE_ret,sector_XLU_ret,sector_XLV_ret,sector_XLY_ret,MA5,EMA5,Close/MA5,MA10,EMA10,Close/MA10,MA20,EMA20,Close/MA20,MA50,EMA50,Close/MA50,MA100,EMA100,Close/MA100,MA200,EMA200,Close/MA200,RSI,MACD,MACD_signal,Momentum,Volatility_5,Range_5,Volatility_10,Range_10,Volatility_20,Range_20,Return_1d,Return_1d_future,Return_5d,Return_5d_future,Return_10d,Return_10d_future,DayOfWeek,Day,Month,Year,IsMonthStart,IsMonthEnd,Target
2015-01-16,2019.4200439453125,2020.4599609375,1988.1199951171875,1992.25,4056410000,,,,,,,,,,,,2014.930029296875,2016.1617912570662,1.0022283724909318,2023.0690063476563,2024.4743899204746,0.9981963233132954,,2034.8829662816904,,,2046.409729439664,,,2051.7770603825015,,,2054.8427819549,,,-11.502233235059748,-7.803653513006794,-38.7799072265625,13.895693848965207,33.51601562499995,19.820205867626456,32.612011718749976,,,0.013424199395820402,-0.0015475537352591662,-0.012416808368938992,-0.01831229665976375,-0.018841661717309055,-0.0007075892114208893,4,16,1,2015,0,0,1
2015-01-20,2022.550048828125,2028.93994140625,2004.489990234375,2020.760009765625,3944340000,,,,,,,,,,,,2013.788037109375,2018.2912104474192,1.0043510099162805,2023.266015625,2024.1245097218655,0.9996461331375381,,2033.708402714684,,,2045.474055690192,,,2051.1983076784545,,,2054.5214612272707,,,-11.016857128134006,-8.446294236032237,1.9700927734375,12.7103974933369,33.061987304687456,19.80249946263351,31.347009277343727,,,0.0015499523698385698,-0.004709341137362655,-0.002815201655610111,-0.003449040344701948,0.00097501351903162,-0.013404672163839115,1,20,1,2015,0,0,1
2015-01-21,2032.1199951171875,2038.2900390625,2012.0400390625,2020.18994140625,3730070000,,,,,,,,,,,,2015.6060302734375,2022.9008053373423,1.0081930519137758,2026.2170166015626,2025.5782343391966,1.002913300237467,,2033.5571258006366,,,2044.9503670402703,,,2050.8205193109047,,,2054.2985610669716,,,-9.747613954313692,-8.706558179688528,29.510009765625,14.835241713888589,28.576000976562455,18.54091021157326,30.191003417968727,,,0.004731623968765364,-0.015040064316854673,0.004493243149471082,0.01496381928818935,0.014735774804620405,-0.004599543770797188,2,21,1,2015,0,0,1
2015-01-22,2063.14990234375,2064.6201171875,2026.3800048828125,2034.300048828125,4176050000,,,,,,,,,,,,2025.9820068359375,2036.317171006145,1.018345619745093,2029.9420043945313,2032.4094467036607,1.016359037784,,2036.3754854714093,,,2045.6640743070736,,,2051.0646655095748,,,2054.3866341145017,,50.97031389834077,-6.166788509978687,-8.19860424574656,37.2498779296875,25.41481812344981,30.232006835937455,21.906544907055324,31.609020996093726,,,0.015269721916580492,0.005521845779310697,0.025794588647322092,0.02072969812925174,0.018386829300947927,0.00030539476297697377,3,22,1,2015,0,0,0
2015-01-23,2051.820068359375,2062.97998046875,2050.5400390625,2062.97998046875,3573560000,,,,,,,,,,,,2037.81201171875,2041.4848034572217,1.0068740671661907,2028.9100219726563,2035.9386506410633,1.0112918000988746,,2037.846398127406,,,2045.9054858385364,,,2051.0796239818483,,,2054.361096146789,,48.80257191350218,-4.194826117757657,-7.39784862014878,-10.31982421875,18.98568799792267,26.743994140625,20.41341114196873,29.506005859374977,,,-0.005491522439307173,-0.002561880766560831,0.029683802691664152,0.02848639762765104,-0.005004424896629112,-0.0017757021001388873,4,23,1,2015,0,0,1
2015-01-26,2057.090087890625,2057.6201171875,2040.969970703125,2050.419921875,3465760000,,,,,,,,,,,,2045.3460205078125,2046.686564935023,1.0057418486970222,2030.1380249023437,2039.7843665046198,1.013275975651743,,2039.6791304858077,,,2046.3440976837164,,,2051.198643069151,,,2054.388250293494,,57.799662343473976,-2.181636632838263,-6.354606222686677,12.280029296875,17.258321870614743,23.6060302734375,21.79855048365273,28.561022949218728,,,0.002568460857030219,0.01356952940303291,0.01865389226885017,0.01793310376450874,0.0060054620942739945,0.00505686980546316,0,26,1,2015,0,0,0
2015-01-27,2029.550048828125,2047.8599853515625,2019.9100341796875,2047.8599853515625,3329810000,,,,,,,,,,,,2046.7460205078125,2040.9743928993903,0.9915983851892767,2030.2670288085938,2037.9235814725296,0.999646854344628,,2038.714456042219,,,2045.6855075325168,,,2050.7699580346753,,,2054.1411040102566,,55.52912692141376,-2.776415660945986,-5.638968110338539,1.2900390625,15.095157266846657,24.3060302734375,21.79001704049877,28.684008789062478,,,-0.013387862410411011,0.013680232439391204,0.003460977395370657,-0.0099900880358198,0.0006360323904670562,-0.018872776820810233,1,27,1,2015,0,0,0
2015-01-28,2002.1600341796875,2042.489990234375,2001.489990234375,2032.3399658203125,4067530000,,,,,,,,,,,,2040.7540283203125,2028.036273326156,0.9810883655722142,2028.180029296875,2031.4211183283762,0.9871707665289416,,2035.2330825315016,,,2043.9786262245627,,,2049.8073852850716,,,2053.6238794348283,,45.208291652663604,-5.395728994968977,-5.5903202872646265,-20.8699951171875,25.029606458615017,27.2560302734375,23.49306493212329,27.91601562499998,,,-0.013495609366348305,-0.009444633677334613,-0.014743204638253848,-0.019274936393995468,-0.010316206292024788,-0.03208558453451493,2,28,1,2015,0,0,1
2015-01-29,2021.25,2024.6400146484373,1989.1800537109373,2002.449951171875,4127140000,,,,,,,,,,,,2032.3740478515624,2025.7741822174376,0.9945265745430465,2029.17802734375,2029.5718240868532,0.9960929858115367,,2033.9013603856442,,,2043.0873075490897,,,2049.2418925071493,,,2053.301751281248,,41.132851834949335,-5.863561496130387,-5.6449685290377785,9.97998046875,22.547928851977076,26.7,22.89937838533079,28.46600341796873,,,0.009534685287099887,0.01316297820749468,-0.020308704809161693,-0.020009512218276293,0.004962029151648117,-0.03219086660991621,3,29,1,2015,0,0,0
2015-01-30,1994.989990234375,2023.3199462890625,1993.3800048828125,2019.3499755859373,4568650000,,,,,,,,,,,,2021.0080322265626,2015.51278488975,0.9871262055482662,2029.4100219726563,2023.2842179318573,0.9830393900859798,2028.1785095214843,2030.195515609333,0.9836362927960717,,2041.2011382426303,,,2048.1675974126388,,,2052.7215347534184,,39.59914005327266,-8.258091311721046,-6.167593085574432,2.3199462890625,24.531229465986264,30.2,22.49662836072206,28.4719970703125,21.9943322001089,30.241009521484365,-0.012991965252009852,-0.012796588397940956,-0.027697398520154404,-0.029423918291572648,0.0011642400587652535,-0.04864114777610351,4,30,1,2015,0,0,1
2015-02-02,2020.8499755859373,2021.6600341796875,1980.9000244140625,1996.6700439453125,4008330000,,,,,,,,,,,,2013.760009765625,2017.291848455146,1.0035207600637266,2029.5530151367188,2022.841628414417,0.9957118441913697,2026.3110107421876,2029.3054641785334,0.9973049373332625,,2040.403053432564,,,2047.6266544061693,,,2052.404404811454,,48.510903231155716,-7.977133317979906,-6.529501132055527,1.4299316406247726,14.513493458135434,35.02197265625,22.430521991028904,29.31400146484375,20.867920163065378,30.963006591796862,0.012962463710669558,-0.014233964036588276,-0.017617173170013656,-0.012649391115611586,0.0007080902484413176,-0.03784630534977784,0,2,2,2015,0,0,1
2015-02-03,2050.030029296875,2050.300048828125,2022.7099609375,2022.7099609375,4615900000,,,,,,,,,,,,2017.856005859375,2028.204575402389,1.0159446577674889,2032.3010131835938,2027.7849740294093,1.008723617219237,2027.783514404297,2031.279232285042,1.010970853019837,,2040.780581897831,,,2047.6742459881634,,,2052.380779184443,,54.949410324160596,-5.338348459128156,-6.291270597470053,27.47998046875,21.359242921035747,34.95,23.149049633120125,29.62801513671875,21.472520087651485,30.487512207031237,0.014439495293299576,0.0041733910147363495,0.010090896985060827,-0.00897232308247009,0.013586798746795914,-0.023646414672809257,1,3,2,2015,0,0,0
2015-02-04,2041.510009765625,2054.739990234375,2036.719970703125,2048.860107421875,4141920000,,,,,,,,,,,,2025.7260009765625,2032.6397201901345,1.007791778740784,2033.2400146484374,2030.2804350723575,1.0040673973842766,2029.728515625,2032.2535920450975,1.0058044679620601,,2040.8091869122545,,,2047.5521819045487,,,2052.2726123245543,,55.609976149346934,-3.889748222245771,-5.810966122425197,9.3900146484375,21.379507073035054,30.35400390625,23.33062389804353,28.80501708984375,20.82428083593299,29.498010253906237,-0.0041560462088314765,-0.010186572526166282,0.0196537613947827,-0.013062425562385682,0.004620797330374238,-0.026670453507124492,2,4,2,2015,0,0,1
2015-02-05,2062.52001953125,2063.550048828125,2043.449951171875,2043.449951171875,3821990000,,,,,,,,,,,,2033.9800048828124,2042.5998199705064,1.0140316102321183,2033.1770263671874,2036.142177701247,1.0144320896722365,2031.5595153808595,2035.1361089485406,1.0152397721632025,,2041.6605921129994,,,2047.8485747288398,,,2052.374576575367,,62.84338331577371,-1.034465226606926,-4.855665943261543,-0.6298828125,26.558687867543338,27.28203125,23.241580869934168,26.991015625,22.044138683564864,29.300018310546864,0.010291406686777416,0.003429896290683132,0.020418067795299866,-0.012430074111447031,-0.0003053015254899094,-0.02264134397542561,3,5,2,2015,0,0,0
2015-02-06,2055.469970703125,2072.39990234375,2049.969970703125,2062.280029296875,4232970000,,,,,,,,,,,,2046.0760009765625,2046.8898702147126,1.0045912125072964,2033.5420166015624,2039.6563218834067,1.0107831330371075,2031.2260192871095,2037.072667210882,1.0119356246847035,,2042.202136371436,,,2047.9994934610038,,,2052.405376516937,,57.146244894778846,0.6519715754432127,-3.7541384395205917,3.64990234375,16.05838866570314,25.780029296875,23.592889479045393,27.9900146484375,21.603195386215024,28.748010253906237,-0.0034181723141418763,0.004265309961403618,0.030315931791539796,-0.019799817702806255,0.0017788608270452588,-0.025686576824634932,4,6,2,2015,0,0,0
2015-02-09,2046.739990234375,2056.159912109375,2041.8800048828125,2053.469970703125,3549540000,,,,,,,,,,,,2051.25400390625,2046.8399102212668,0.9977993882457857,2032.5070068359375,2040.9442615835826,1.0070026737180082,2031.3225158691407,2037.9933646416907,1.0075898702666808,,2042.3800914248845,,,2047.9745528030505,,,2052.349004514125,,54.69106717256699,1.2694153963464032,-2.749427672347193,-10.35009765625,8.085748870418453,20.4840087890625,22.653384098830482,27.75299072265625,21.67126876263646,28.157006835937487,-0.004247194360987749,-0.010562797232839372,0.012811448133813519,-0.025519723194009303,-0.005031426536532102,-0.03249380323568152,0,9,2,2015,0,0,1
2015-02-10,2068.590087890625,2070.860107421875,2048.6201171875,2049.3798828125,3669850000,,,,,,,,,,,,2054.966015625,2054.089969444386,1.006629828504235,2036.4110107421875,2045.9707754575902,1.0158018577677546,2033.3390197753906,2040.9073382844463,1.0173365423927823,,2043.4079344235413,,,2048.3827812206264,,,2052.510607333792,,56.75097085470012,3.4817291386195848,-1.5031963101538373,39.0400390625,11.086747474463733,19.4139892578125,25.29693651391479,27.18199462890625,23.194147545096133,27.933001708984364,0.010675561019232394,2.903443164914421e-05,0.009053554498475114,-0.014806944278267897,0.019235809969328832,-0.021415806737780096,1,10,2,2015,0,0,0
2015-02-11,2068.530029296875,2073.47998046875,2057.989990234375,2068.550048828125,3596860000,,,,,,,,,,,,2060.37001953125,2058.903322728549,1.0039604584071173,2043.0480102539063,2050.0724579738235,1.0124725502851994,2035.6140197753907,2043.5380707618206,1.0161700642664646,,2044.3931146146524,,,2048.781736628077,,,2052.6700045672555,,51.12488999691685,5.17055455726836,-0.16844613666939767,66.3699951171875,9.334960636761693,18.9079833984375,23.98476207267898,24.63099365234375,24.333235332278843,26.273504638671863,-2.903358867545336e-05,-0.00955237845631507,0.013235310824830204,-0.01378813442430038,0.033149195860549874,-0.0199977075020088,2,11,2,2015,0,0,1
2015-02-12,2088.47998046875,2088.530029296875,2069.97998046875,2069.97998046875,3788350000,,,,,,,,,,,,2065.56201171875,2068.7622086419497,1.0110952702557354,2049.7710083007814,2057.0556438819917,1.018884534912052,2039.4745178222656,2047.818252638671,1.0240284750891675,,2046.122011314813,,,2049.567840466506,,,2053.02632273543,,57.39826334760836,8.026233772971636,1.4704898452588093,67.22998046875,15.806086247803657,18.5979736328125,26.487613340615066,22.94000244140625,26.31202550939282,25.70300292968749,0.009644506431775834,-0.004058202378292686,0.012586525556925299,-0.010339794273090175,0.033261585884353684,-0.00761226872475651,3,12,2,2015,0,0,1
2015-02-13,2096.989990234375,2097.030029296875,2086.699951171875,2088.780029296875,3527450000,,,,,,,,,,,,2073.866015625,2078.1714691727584,1.0111501777044194,2059.9710083007812,2064.3164341278793,1.0179706324916338,2044.6905151367187,2052.501275266833,1.0255781863859037,,2048.1168340175414,,,2050.506892937157,,,2053.4637721632803,,57.94817998690785,10.85098341019102,3.3465885582452515,102.0,19.624064227591145,16.1780029296875,22.36717649391744,20.97901611328125,26.87923212595062,24.725506591796876,0.004074738491730789,-0.0015950262891065714,0.020199769455667038,-0.006005670298930732,0.051128076080229734,-0.009634457222666315,4,13,2,2015,0,0,1
2015-02-17,2100.340087890625,2101.300048828125,2089.800048828125,2096.469970703125,3361750000,,,,,,,,,,,,2084.58603515625,2085.5610087453806,1.007557401070853,2067.92001953125,2070.8661893574695,1.0156776219840087,2048.7365173339845,2057.0573526595754,1.0251879976366078,,2050.1648047576623,,,2051.4936888768298,,,2053.9302031655425,,65.60556072829826,13.207692672212033,5.318809381038609,79.49011230468773,15.255136367100178,15.622021484375,21.00252590529837,18.05301513671875,28.890213997663533,23.68350830078125,0.0015975744623728527,0.000314408039078673,0.026188034587682152,-0.007156717491020759,0.039334989368342343,-0.0035297522999740982,1,17,2,2015,0,0,0
2015-02-18,2099.679931640625,2100.22998046875,2092.14990234375,2099.159912109375,3370020000,,,,,,,,,,,,2090.80400390625,2090.2673163771287,1.0042452222770726,2072.885009765625,2076.1050515907705,1.0129263908749235,2052.5930114746093,2061.116645895866,1.0229402126494564,,2052.1065744393472,,,2052.4478719018553,,,2054.3854243443993,,74.37017215365645,14.850940254454144,7.225235555721715,49.64990234375,13.318374972118212,12.7900390625,22.14117289867052,16.10201416015625,30.32307981429789,22.8650146484375,-0.0003143092177338991,0.0010631864982066919,0.015029485025572553,-0.006708190258883584,0.024219109785810877,0.0005479561062726734,2,18,2,2015,0,0,0
2015-02-19,2097.449951171875,2102.1298828125,2090.7900390625,2099.25,3247100000,,,,,,,,,,,,2096.58798828125,2092.661527975378,1.0004111265043216,2078.47900390625,2079.9859424236984,1.009127322060974,2055.859509277344,2064.576960684057,1.0202301965221108,,2053.884746075917,,,2053.33900218443,,,2054.813927098902,,70.79460765306054,15.791253277171563,8.938439100011685,55.93994140625,4.75086154026166,11.960009765625,20.325686684582926,15.43399658203125,31.497614530718508,22.1195068359375,-0.0010620573331896477,-0.006089227768053984,0.013980905022118684,-0.006296388529135832,0.027401257470528906,-0.0017087194074735246,3,19,2,2015,0,0,1
2015-02-20,2110.300048828125,2110.610107421875,2085.43994140625,2097.64990234375,3281600000,,,,,,,,,,,,2100.952001953125,2098.541034926294,1.0044494338120573,2083.2570068359373,2085.497598133594,1.0129811357424694,2058.2170166015626,2068.931540507302,1.0253049274233286,,2056.0971108897293,,,2054.4669437021266,,,2055.3660278126254,,83.95256087321579,17.373087472366933,10.625368774482736,47.780029296875,5.416190511120174,13.284033203125,21.72504558357579,15.94100341796875,33.755592442104245,21.466009521484374,0.006126533626735764,0.0003034312379335269,0.010447822609473967,0.0027560222514255717,0.023165849952687445,0.018848449194419414,4,20,2,2015,0,0,0
2015-02-23,2109.659912109375,2110.050048828125,2103.0,2109.830078125,3093680000,,,,,,,,,,,,2103.485986328125,2102.247327320654,1.002935092423424,2088.6760009765626,2089.89074612919,1.010046513256724,2061.1090087890625,2072.810433040833,1.023555718360009,,2058.197612898343,,,2055.559873769597,,,2055.9062654673194,,80.71080560614007,18.363367317564553,12.1729684830991,54.18994140625,6.028375755066243,12.62802734375,20.760907455404087,14.40301513671875,35.60569039116226,21.196514892578126,-0.0003033391953459752,-0.0027511810147621274,0.006041956296407358,-0.003650711895737846,0.026363771876323217,0.014537628803341862,0,23,2,2015,0,0,1
2015-02-24,2115.47998046875,2117.93994140625,2105.8701171875,2109.10009765625,3199840000,,,,,,,,,,,,2106.51396484375,2106.658211703353,1.0042563285953174,2095.55,2094.543334190928,1.0095106203472834,2064.0285034179688,2076.8741994625393,1.0249276969603758,,2060.443980254045,,,2056.7464105359168,,,2056.499038750916,,76.99396448774672,19.394237409363996,13.61722226835208,68.739990234375,7.640045909350502,12.7419921875,16.21536719443521,14.1820068359375,37.59697666654936,20.967498779296875,0.002758770892866691,0.000766310429525463,0.007208305295610451,0.0036531094634404404,0.03358511123169272,0.034889609960348844,1,24,2,2015,0,0,0
2015-02-25,2113.860107421875,2119.590087890625,2109.889892578125,2115.300048828125,3312340000,,,,,,,,,,,,2109.35,2109.0588436095272,1.0021381503410411,2100.077001953125,2098.0554747783726,1.0065631429018704,2068.244006347656,2080.396666887238,1.0220554735970313,,2062.538730339058,,,2057.877374830688,,,2057.069795653115,,81.64075012064967,19.851661569748103,14.864110128631285,45.27001953125,7.080387169979332,13.066015625,14.023507665792067,12.92802734375,38.24858859627184,20.055010986328124,-0.0007657236475081541,0.001478210107325184,0.006753493981423109,0.007305150705961827,0.021884480543659768,0.03608404772962159,2,25,2,2015,0,0,0
2015-02-26,2110.739990234375,2113.909912109375,2103.760009765625,2113.909912109375,3408690000,,,,,,,,,,,,2112.0080078125,2109.61922581781,0.9993996151655511,2104.297998046875,2100.3617503158275,1.0030613497677037,2073.6730041503906,2083.286507206013,1.0178750391261284,,2064.428975825149,,,2058.924159294127,,,2057.603827439993,,74.99981013667627,19.734914323527846,15.8382709676106,42.2099609375,2.5260350844048496,12.82802734375,8.883496936268255,12.3940185546875,36.01569320864957,18.512506103515626,-0.001476028227480719,0.002965070199275388,0.006336284236519996,0.004616737897200185,0.02040577624674267,0.02168011816408888,3,26,2,2015,0,0,0
2015-02-27,2104.5,2112.739990234375,2103.75,2110.8798828125,3547380000,,,,,,,,,,,,2110.847998046875,2107.9128172118735,0.9969926787467649,2105.9,2101.1141593493135,0.9993352011016667,2077.8355041503905,2085.3068398530595,1.0128328232895956,,2066.0003885378883,,,2059.8266511892925,,,2058.0704560226795,,75.6351112960585,18.920769376043154,16.45477064929711,16.02001953125,4.2499516799930825,9.5919921875,6.947546988839848,11.4380126953125,34.41318380524025,17.189007568359376,-0.0029563045487578377,-0.0060876329972607834,-0.002748447469043902,0.01604819775289168,0.00767065984882187,0.024885604405612494,4,27,2,2015,0,0,1
2015-03-02,2117.389892578125,2117.52001953125,2104.5,2105.22998046875,3409490000,,,,,,,,,,,,2112.393994140625,2111.0718423339576,1.0023650410157183,2107.939990234375,2104.0733835727333,1.0044830034951324,2083.955499267578,2088.3623686840183,1.016043717498909,,2068.015663206133,,,2060.966517355408,,,2058.6606991724852,,85.39910261240587,19.095538761014723,16.982924271640634,20.39990234375,5.041891346081472,10.785986328125,7.035066439938513,11.7070068359375,29.427127509589493,16.343011474609376,0.006124919257840311,0.00455923443038575,0.003664088426945211,0.018254984387740647,0.009728182985494271,0.017393871867079413,0,2,3,2015,0,0,0
2015-03-03,2107.780029296875,2115.760009765625,2098.260009765625,2115.760009765625,3262300000,,,,,,,,,,,,2110.85400390625,2109.974571321597,0.998543729408246,2108.683984375,2104.7473191589406,0.9995713179002529,2088.302001953125,2090.2116696947664,1.0093272080980302,,2069.575050111652,,,2061.8935175918728,,,2059.149448725962,,72.38138792992866,18.24825458422856,17.23599033415822,7.43994140625,5.039597794836914,11.872021484375,6.516314887208575,12.3070068359375,25.813725679752295,15.180010986328124,-0.0045385421527393,0.0044078473364039805,-0.003639812828750477,0.031122805481674565,0.003542255584771503,0.016150182003803693,1,3,3,2015,0,0,0
2015-03-04,2098.530029296875,2107.719970703125,2094.489990234375,2107.719970703125,3421110000,,,,,,,,,,,,2107.78798828125,2106.159723980023,0.9956077370988701,2108.568994140625,2103.616902820383,0.9952389678157809,2090.727001953125,2091.003894418777,1.0037322076657833,,2070.7105394914647,,,2062.61899307118,,,2059.5412952988067,,65.50544103692637,16.638578894903276,17.11650804630723,-1.14990234375,7.025518068033227,12.577978515625,6.700405028623769,12.8219970703125,24.26051197909055,14.462005615234375,-0.00438850348301556,-0.00119465108658523,-0.007252172492955067,0.028570187498287325,-0.0005476560148153231,-0.00046200081120506553,2,4,3,2015,0,0,1
2015-03-05,2101.0400390625,2104.25,2095.219970703125,2098.5400390625,3103030000,,,,,,,,,,,,2105.847998046875,2104.453162340849,0.9977168537383352,2108.9280029296874,2103.148382137131,0.9962597282333823,2093.703503417969,2091.959717718179,1.0035040948408187,,2071.8999316315053,,,2063.3798058630873,,,2059.9542181223264,,57.91930150793993,15.388052237619377,16.770816884569662,3.590087890625,7.338840321829952,12.35400390625,6.108482470664557,12.591015625,21.38584330480393,14.012506103515625,0.0011960799848387271,0.014377735849901763,-0.004595521578571127,0.01698496513466874,0.0017116441270119687,0.005633555941175539,3,5,3,2015,0,0,0
2015-03-06,2071.260009765625,2100.909912109375,2067.27001953125,2100.909912109375,3853570000,,,,,,,,,,,,2099.2,2093.3887781491076,0.9866901723349968,2105.0239990234377,2097.3504962514025,0.9839602829832456,2094.1405029296875,2089.988316960793,0.9890740410530942,,2071.8748366563727,,,2063.5358495047217,,,2060.0667135615636,,37.20796434397576,11.857317593699463,15.788117026395623,-39.0400390625,17.24069860483111,17.283984375,13.335019713812587,13.43798828125,20.79627111292034,14.689495849609376,-0.014173946589881803,-0.003928923860663125,-0.015794720947671648,0.00869782228074012,-0.01849975745590271,-0.017475492710988028,4,6,3,2015,0,0,1
2015-03-09,2079.429931640625,2083.489990234375,2072.2099609375,2072.25,3349090000,,,,,,,,,,,,2091.6080078125,2088.735829312947,0.9941776489063018,2102.0010009765624,2094.092211776716,0.98926210343123,2095.3385009765625,2088.98275645411,0.9924076375590277,,2072.1711148910495,,,2063.8505838044425,,,2060.259382398171,,40.079642696639624,9.607678035429672,14.552029228202434,-30.22998046875,15.498051793578986,16.935986328125,15.42935218648509,13.860986328125,19.069816065127757,14.132000732421876,0.0039444211911976446,0.017253980545163694,-0.017927714244106552,-0.0008456747414585797,-0.014329314547444794,-0.011875001740198954,0,9,3,2015,0,0,0
